instance,customers,run,method,checkpoint,q,BestCost,BKS
100.10.4,100,9,coop,1,1/8,1574.2360838114485,1566.1742203960607
100.10.4,100,9,coop,2,2/8,1567.6697817866022,1566.1742203960607
100.10.4,100,9,coop,3,3/8,1566.780494306732,1566.1742203960607
100.10.4,100,9,coop,4,4/8,1566.1742203960603,1566.1742203960607
100.10.4,100,9,coop,5,5/8,1563.138227511395,1566.1742203960607
100.10.4,100,9,coop,6,6/8,1563.138227511395,1566.1742203960607
100.10.4,100,9,coop,7,7/8,1563.138227511395,1566.1742203960607
100.10.4,100,9,coop,8,8/8,1563.138227511395,1566.1742203960607
100.10.4,100,10,coop,0,0/8,2221.3686437086562,1566.1742203960607
100.10.4,100,10,coop,1,1/8,1574.2354216829356,1566.1742203960607
100.10.4,100,10,coop,2,2/8,1566.780494306732,1566.1742203960607
100.10.4,100,10,coop,3,3/8,1564.6337889019371,1566.1742203960607
100.10.4,100,10,coop,4,4/8,1564.6337889019371,1566.1742203960607
100.10.4,100,10,coop,5,5/8,1564.6337889019371,1566.1742203960607
100.10.4,100,10,coop,6,6/8,1564.6337889019371,1566.1742203960607
100.10.4,100,10,coop,7,7/8,1564.6337889019371,1566.1742203960607
100.10.4,100,10,coop,8,8/8,1563.7445014220666,1566.1742203960607
100.10.4,100,1,ims,0,0/8,2286.500830411629,1566.1742203960607
100.10.4,100,1,ims,1,1/8,1566.780494306732,1566.1742203960607
100.10.4,100,1,ims,2,2/8,1564.6337889019371,1566.1742203960607
100.10.4,100,1,ims,3,3/8,1564.6337889019371,1566.1742203960607
100.10.4,100,1,ims,4,4/8,1564.6337889019371,1566.1742203960607
100.10.4,100,1,ims,5,5/8,1564.6337889019371,1566.1742203960607
100.10.4,100,1,ims,6,6/8,1564.6337889019371,1566.1742203960607
100.10.4,100,1,ims,7,7/8,1564.6337889019371,1566.1742203960607
100.10.4,100,1,ims,8,8/8,1564.6337889019371,1566.1742203960607
100.10.4,100,2,ims,0,0/8,2401.93655835213,1566.1742203960607
100.10.4,100,2,ims,1,1/8,1564.6337889019371,1566.1742203960607
100.10.4,100,2,ims,2,2/8,1564.6337889019371,1566.1742203960607
100.10.4,100,2,ims,3,3/8,1564.6337889019371,1566.1742203960607
100.10.4,100,2,ims,4,4/8,1564.6337889019371,1566.1742203960607
100.10.4,100,2,ims,5,5/8,1564.6337889019371,1566.1742203960607
100.10.4,100,2,ims,6,6/8,1564.6337889019371,1566.1742203960607
100.10.4,100,2,ims,7,7/8,1564.6337889019371,1566.1742203960607
100.10.4,100,2,ims,8,8/8,1564.6337889019371,1566.1742203960607
100.10.4,100,3,ims,0,0/8,2395.90528861516,1566.1742203960607
100.10.4,100,3,ims,1,1/8,1568.7039422366936,1566.1742203960607
100.10.4,100,3,ims,2,2/8,1566.2150101068005,1566.1742203960607
100.10.4,100,3,ims,3,3/8,1564.6337889019371,1566.1742203960607
100.10.4,100,3,ims,4,4/8,1564.6337889019371,1566.1742203960607
100.10.4,100,3,ims,5,5/8,1564.6337889019371,1566.1742203960607
100.10.4,100,3,ims,6,6/8,1564.6337889019371,1566.1742203960607
100.10.4,100,3,ims,7,7/8,1564.6337889019371,1566.1742203960607
100.10.4,100,3,ims,8,8/8,1564.6337889019371,1566.1742203960607
100.10.4,100,4,ims,0,0/8,2556.645636956964,1566.1742203960607
100.10.4,100,4,ims,1,1/8,1571.8025037798006,1566.1742203960607
100.10.4,100,4,ims,2,2/8,1565.2849329161897,1566.1742203960607
100.10.4,100,4,ims,3,3/8,1565.2849329161897,1566.1742203960607
100.10.4,100,4,ims,4,4/8,1565.2849329161897,1566.1742203960607
100.10.4,100,4,ims,5,5/8,1565.2849329161897,1566.1742203960607
100.10.4,100,4,ims,6,6/8,1565.2849329161897,1566.1742203960607
100.10.4,100,4,ims,7,7/8,1565.2849329161897,1566.1742203960607
100.10.4,100,4,ims,8,8/8,1565.2849329161897,1566.1742203960607
100.10.4,100,5,ims,0,0/8,2382.810179792332,1566.1742203960607
100.10.4,100,5,ims,1,1/8,1567.6697817866022,1566.1742203960607
100.10.4,100,5,ims,2,2/8,1567.6697817866022,1566.1742203960607
100.10.4,100,5,ims,3,3/8,1566.780494306732,1566.1742203960607
100.10.4,100,5,ims,4,4/8,1566.780494306732,1566.1742203960607
100.10.4,100,5,ims,5,5/8,1566.780494306732,1566.1742203960607
100.10.4,100,5,ims,6,6/8,1566.780494306732,1566.1742203960607
100.10.4,100,5,ims,7,7/8,1566.780494306732,1566.1742203960607
100.10.4,100,5,ims,8,8/8,1566.1742203960603,1566.1742203960607
100.10.4,100,6,ims,0,0/8,2409.6565737037326,1566.1742203960607
100.10.4,100,6,ims,1,1/8,1567.6697817866022,1566.1742203960607
100.10.4,100,6,ims,2,2/8,1567.6697817866022,1566.1742203960607
100.10.4,100,6,ims,3,3/8,1567.6697817866022,1566.1742203960607
100.10.4,100,6,ims,4,4/8,1566.2150101068005,1566.1742203960607
100.10.4,100,6,ims,5,5/8,1566.1742203960607,1566.1742203960607
100.10.4,100,6,ims,6,6/8,1566.1742203960607,1566.1742203960607
100.10.4,100,6,ims,7,7/8,1566.1742203960607,1566.1742203960607
100.10.4,100,6,ims,8,8/8,1566.1742203960607,1566.1742203960607
100.10.4,100,7,ims,0,0/8,2438.5750369709335,1566.1742203960607
100.10.4,100,7,ims,1,1/8,1567.6697817866022,1566.1742203960607
100.10.4,100,7,ims,2,2/8,1567.6697817866022,1566.1742203960607
100.10.4,100,7,ims,3,3/8,1567.6697817866022,1566.1742203960607
100.10.4,100,7,ims,4,4/8,1567.6697817866022,1566.1742203960607
100.10.4,100,7,ims,5,5/8,1566.780494306732,1566.1742203960607
100.10.4,100,7,ims,6,6/8,1566.1742203960607,1566.1742203960607
100.10.4,100,7,ims,7,7/8,1566.1742203960607,1566.1742203960607
100.10.4,100,7,ims,8,8/8,1566.1742203960607,1566.1742203960607
100.10.4,100,8,ims,0,0/8,2557.4504383162043,1566.1742203960607
100.10.4,100,8,ims,1,1/8,1566.780494306732,1566.1742203960607
100.10.4,100,8,ims,2,2/8,1563.7445014220666,1566.1742203960607
100.10.4,100,8,ims,3,3/8,1563.7445014220666,1566.1742203960607
100.10.4,100,8,ims,4,4/8,1563.7445014220666,1566.1742203960607
100.10.4,100,8,ims,5,5/8,1563.7445014220666,1566.1742203960607
100.10.4,100,8,ims,6,6/8,1563.1790172221354,1566.1742203960607
100.10.4,100,8,ims,7,7/8,1563.1790172221354,1566.1742203960607
100.10.4,100,8,ims,8,8/8,1563.1790172221354,1566.1742203960607
100.10.4,100,9,ims,0,0/8,2515.90656986859,1566.1742203960607
100.10.4,100,9,ims,1,1/8,1574.2360838114485,1566.1742203960607
100.10.4,100,9,ims,2,2/8,1566.780494306732,1566.1742203960607
100.10.4,100,9,ims,3,3/8,1566.780494306732,1566.1742203960607
100.10.4,100,9,ims,4,4/8,1566.1742203960603,1566.1742203960607
100.10.4,100,9,ims,5,5/8,1566.1742203960603,1566.1742203960607
100.10.4,100,9,ims,6,6/8,1566.1742203960603,1566.1742203960607
100.10.4,100,9,ims,7,7/8,1566.1742203960603,1566.1742203960607
100.10.4,100,9,ims,8,8/8,1566.1742203960603,1566.1742203960607
100.10.4,100,10,ims,0,0/8,2221.3686437086562,1566.1742203960607
100.10.4,100,10,ims,1,1/8,1567.6697817866022,1566.1742203960607
100.10.4,100,10,ims,2,2/8,1566.780494306732,1566.1742203960607
100.10.4,100,10,ims,3,3/8,1565.2849329161897,1566.1742203960607
100.10.4,100,10,ims,4,4/8,1565.2849329161897,1566.1742203960607
100.10.4,100,10,ims,5,5/8,1565.2849329161897,1566.1742203960607
100.10.4,100,10,ims,6,6/8,1565.2849329161897,1566.1742203960607
100.10.4,100,10,ims,7,7/8,1565.2849329161897,1566.1742203960607
100.10.4,100,10,ims,8,8/8,1565.2849329161897,1566.1742203960607
100.10.4,100,1,sats,0,0/8,2925.365581130504,1566.1742203960607
100.10.4,100,1,sats,1,1/8,1573.417152435747,1566.1742203960607
100.10.4,100,1,sats,2,2/8,1573.3609467302026,1566.1742203960607
100.10.4,100,1,sats,3,3/8,1567.6697817866022,1566.1742203960607
100.10.4,100,1,sats,4,4/8,1566.1742203960603,1566.1742203960607
100.10.4,100,1,sats,5,5/8,1564.6337889019371,1566.1742203960607
100.10.4,100,1,sats,6,6/8,1564.6337889019371,1566.1742203960607
100.10.4,100,1,sats,7,7/8,1564.6337889019371,1566.1742203960607
100.10.4,100,1,sats,8,8/8,1564.6337889019371,1566.1742203960607
100.10.4,100,2,sats,0,0/8,2401.93655835213,1566.1742203960607
100.10.4,100,2,sats,1,1/8,1574.2360838114485,1566.1742203960607
100.10.4,100,2,sats,2,2/8,1567.6697817866022,1566.1742203960607
100.10.4,100,2,sats,3,3/8,1567.6697817866022,1566.1742203960607
100.10.4,100,2,sats,4,4/8,1567.6697817866022,1566.1742203960607
100.10.4,100,2,sats,5,5/8,1567.6697817866022,1566.1742203960607
100.10.4,100,2,sats,6,6/8,1567.6697817866022,1566.1742203960607
100.10.4,100,2,sats,7,7/8,1567.6697817866022,1566.1742203960607
100.10.4,100,2,sats,8,8/8,1567.6697817866022,1566.1742203960607
100.10.4,100,3,sats,0,0/8,2425.4513597174036,1566.1742203960607
100.10.4,100,3,sats,1,1/8,1578.1775316750484,1566.1742203960607
100.10.4,100,3,sats,2,2/8,1574.2492422491646,1566.1742203960607
100.10.4,100,3,sats,3,3/8,1567.5516987772914,1566.1742203960607
100.10.4,100,3,sats,4,4/8,1567.5516987772914,1566.1742203960607
100.10.4,100,3,sats,5,5/8,1567.5516987772914,1566.1742203960607
100.10.4,100,3,sats,6,6/8,1567.5516987772914,1566.1742203960607
100.10.4,100,3,sats,7,7/8,1566.780494306732,1566.1742203960607
100.10.4,100,3,sats,8,8/8,1566.780494306732,1566.1742203960607
100.10.4,100,4,sats,0,0/8,2556.645636956964,1566.1742203960607
100.10.4,100,4,sats,1,1/8,1575.9159817125098,1566.1742203960607
100.10.4,100,4,sats,2,2/8,1573.2763196100498,1566.1742203960607
100.10.4,100,4,sats,3,3/8,1573.2763196100498,1566.1742203960607
100.10.4,100,4,sats,4,4/8,1573.2763196100498,1566.1742203960607
100.10.4,100,4,sats,5,5/8,1567.6697817866022,1566.1742203960607
100.10.4,100,4,sats,6,6/8,1567.5448015916957,1566.1742203960607
100.10.4,100,4,sats,7,7/8,1566.780494306732,1566.1742203960607
100.10.4,100,4,sats,8,8/8,1566.780494306732,1566.1742203960607
100.10.4,100,5,sats,0,0/8,3087.9973873782014,1566.1742203960607
100.10.4,100,5,sats,1,1/8,1578.0372537815822,1566.1742203960607
100.10.4,100,5,sats,2,2/8,1578.0372537815822,1566.1742203960607
100.10.4,100,5,sats,3,3/8,1570.535993104813,1566.1742203960607
100.10.4,100,5,sats,4,4/8,1570.535993104813,1566.1742203960607
100.10.4,100,5,sats,5,5/8,1570.1465971943085,1566.1742203960607
100.10.4,100,5,sats,6,6/8,1567.6697817866022,1566.1742203960607
100.10.4,100,5,sats,7,7/8,1567.6697817866022,1566.1742203960607
100.10.4,100,5,sats,8,8/8,1567.6697817866022,1566.1742203960607
100.10.4,100,6,sats,0,0/8,3100.2507448646347,1566.1742203960607
100.10.4,100,6,sats,1,1/8,1577.6154754635984,1566.1742203960607
100.10.4,100,6,sats,2,2/8,1574.3168414678983,1566.1742203960607
100.10.4,100,6,sats,3,3/8,1574.3168414678983,1566.1742203960607
100.10.4,100,6,sats,4,4/8,1574.2354216829353,1566.1742203960607
100.10.4,100,6,sats,5,5/8,1567.6697817866022,1566.1742203960607
100.10.4,100,6,sats,6,6/8,1567.6697817866022,1566.1742203960607
100.10.4,100,6,sats,7,7/8,1567.6697817866022,1566.1742203960607
100.10.4,100,6,sats,8,8/8,1567.6697817866022,1566.1742203960607
100.10.4,100,7,sats,0,0/8,2852.950768390066,1566.1742203960607
100.10.4,100,7,sats,1,1/8,1575.026694232639,1566.1742203960607
100.10.4,100,7,sats,2,2/8,1570.0085171434682,1566.1742203960607
100.10.4,100,7,sats,3,3/8,1570.0085171434682,1566.1742203960607
100.10.4,100,7,sats,4,4/8,1570.0085171434682,1566.1742203960607
100.10.4,100,7,sats,5,5/8,1567.6697817866022,1566.1742203960607
100.10.4,100,7,sats,6,6/8,1567.6697817866022,1566.1742203960607
100.10.4,100,7,sats,7,7/8,1567.6697817866022,1566.1742203960607
100.10.4,100,7,sats,8,8/8,1566.42660019905,1566.1742203960607
100.10.4,100,8,sats,0,0/8,3122.348242719355,1566.1742203960607
100.10.4,100,8,sats,1,1/8,1566.780494306732,1566.1742203960607
100.10.4,100,8,sats,2,2/8,1563.7445014220666,1566.1742203960607
100.10.4,100,8,sats,3,3/8,1563.7445014220666,1566.1742203960607
100.10.4,100,8,sats,4,4/8,1563.7445014220666,1566.1742203960607
100.10.4,100,8,sats,5,5/8,1563.7445014220666,1566.1742203960607
100.10.4,100,8,sats,6,6/8,1563.7445014220666,1566.1742203960607
100.10.4,100,8,sats,7,7/8,1563.7445014220666,1566.1742203960607
100.10.4,100,8,sats,8,8/8,1563.7445014220666,1566.1742203960607
100.10.4,100,9,sats,0,0/8,3194.0441755587144,1566.1742203960607
100.10.4,100,9,sats,1,1/8,1575.0126032131461,1566.1742203960607
100.10.4,100,9,sats,2,2/8,1572.8799888278445,1566.1742203960607
100.10.4,100,9,sats,3,3/8,1572.7394387689803,1566.1742203960607
100.10.4,100,9,sats,4,4/8,1566.780494306732,1566.1742203960607
100.10.4,100,9,sats,5,5/8,1566.780494306732,1566.1742203960607
100.10.4,100,9,sats,6,6/8,1566.780494306732,1566.1742203960607
100.10.4,100,9,sats,7,7/8,1566.780494306732,1566.1742203960607
100.10.4,100,9,sats,8,8/8,1566.780494306732,1566.1742203960607
100.10.4,100,10,sats,0,0/8,2488.0899669737287,1566.1742203960607
100.10.4,100,10,sats,1,1/8,1574.2360838114485,1566.1742203960607
100.10.4,100,10,sats,2,2/8,1574.2360838114485,1566.1742203960607
100.10.4,100,10,sats,3,3/8,1574.2360838114485,1566.1742203960607
100.10.4,100,10,sats,4,4/8,1569.0415226271193,1566.1742203960607
100.10.4,100,10,sats,5,5/8,1567.6697817866022,1566.1742203960607
100.10.4,100,10,sats,6,6/8,1567.6697817866022,1566.1742203960607
100.10.4,100,10,sats,7,7/8,1567.6697817866022,1566.1742203960607
100.10.4,100,10,sats,8,8/8,1567.6697817866022,1566.1742203960607
100.20.1,100,1,coop,0,0/8,7253.040236607097,4302.306833796588
100.20.1,100,1,coop,1,1/8,4302.306833796588,4302.306833796588
100.20.1,100,1,coop,2,2/8,4302.306833796588,4302.306833796588
100.20.1,100,1,coop,3,3/8,4302.306833796588,4302.306833796588
100.20.1,100,1,coop,4,4/8,4302.306833796588,4302.306833796588
100.20.1,100,1,coop,5,5/8,4302.306833796588,4302.306833796588
100.20.1,100,1,coop,6,6/8,4302.306833796588,4302.306833796588
100.20.1,100,1,coop,7,7/8,4302.306833796588,4302.306833796588
100.20.1,100,1,coop,8,8/8,4302.3056571779625,4302.306833796588
100.20.1,100,2,coop,0,0/8,8035.95277404544,4302.306833796588
100.20.1,100,2,coop,1,1/8,4303.250321765842,4302.306833796588
100.20.1,100,2,coop,2,2/8,4303.250321765842,4302.306833796588
100.20.1,100,2,coop,3,3/8,4303.249145147219,4302.306833796588
100.20.1,100,2,coop,4,4/8,4302.306833796588,4302.306833796588
100.20.1,100,2,coop,5,5/8,4302.306833796588,4302.306833796588
100.20.1,100,2,coop,6,6/8,4302.306833796588,4302.306833796588
100.20.1,100,2,coop,7,7/8,4302.306833796588,4302.306833796588
100.20.1,100,2,coop,8,8/8,4302.3056571779625,4302.306833796588
100.20.1,100,3,coop,0,0/8,6884.862958379639,4302.306833796588
100.20.1,100,3,coop,1,1/8,4303.250321765842,4302.306833796588
100.20.1,100,3,coop,2,2/8,4303.250321765842,4302.306833796588
100.20.1,100,3,coop,3,3/8,4303.249145147219,4302.306833796588
100.20.1,100,3,coop,4,4/8,4302.306833796588,4302.306833796588
100.20.1,100,3,coop,5,5/8,4302.306833796588,4302.306833796588
100.20.1,100,3,coop,6,6/8,4302.306833796588,4302.306833796588
100.20.1,100,3,coop,7,7/8,4302.306833796588,4302.306833796588
100.20.1,100,3,coop,8,8/8,4302.3056571779625,4302.306833796588
100.20.1,100,4,coop,0,0/8,7901.6951199179275,4302.306833796588
100.20.1,100,4,coop,1,1/8,4303.250321765842,4302.306833796588
100.20.1,100,4,coop,2,2/8,4303.250321765842,4302.306833796588
100.20.1,100,4,coop,3,3/8,4303.250321765842,4302.306833796588
100.20.1,100,4,coop,4,4/8,4303.250321765842,4302.306833796588
100.20.1,100,4,coop,5,5/8,4303.250321765842,4302.306833796588
100.20.1,100,4,coop,6,6/8,4303.250321765842,4302.306833796588
100.20.1,100,4,coop,7,7/8,4303.250321765842,4302.306833796588
100.20.1,100,4,coop,8,8/8,4302.3056571779625,4302.306833796588
100.20.1,100,5,coop,0,0/8,6793.3092226672225,4302.306833796588
100.20.1,100,5,coop,1,1/8,4303.249145147219,4302.306833796588
100.20.1,100,5,coop,2,2/8,4303.249145147219,4302.306833796588
100.20.1,100,5,coop,3,3/8,4302.306833796588,4302.306833796588
100.20.1,100,5,coop,4,4/8,4302.306833796588,4302.306833796588
100.20.1,100,5,coop,5,5/8,4302.306833796588,4302.306833796588
100.20.1,100,5,coop,6,6/8,4302.306833796588,4302.306833796588
100.20.1,100,5,coop,7,7/8,4302.306833796588,4302.306833796588
100.20.1,100,5,coop,8,8/8,4302.306833796588,4302.306833796588
100.20.1,100,6,coop,0,0/8,6804.968244425665,4302.306833796588
100.20.1,100,6,coop,1,1/8,4303.250321765842,4302.306833796588
100.20.1,100,6,coop,2,2/8,4302.306833796588,4302.306833796588
100.20.1,100,6,coop,3,3/8,4302.306833796588,4302.306833796588
100.20.1,100,6,coop,4,4/8,4302.3056571779625,4302.306833796588
100.20.1,100,6,coop,5,5/8,4302.3056571779625,4302.306833796588
100.20.1,100,6,coop,6,6/8,4302.3056571779625,4302.306833796588
100.20.1,100,6,coop,7,7/8,4302.3056571779625,4302.306833796588
100.20.1,100,6,coop,8,8/8,4302.3056571779625,4302.306833796588
100.20.1,100,7,coop,0,0/8,6750.386262368766,4302.306833796588
100.20.1,100,7,coop,1,1/8,4303.250321765842,4302.306833796588
100.20.1,100,7,coop,2,2/8,4302.3056571779625,4302.306833796588
100.20.1,100,7,coop,3,3/8,4302.3056571779625,4302.306833796588
100.20.1,100,7,coop,4,4/8,4302.3056571779625,4302.306833796588
100.20.1,100,7,coop,5,5/8,4302.3056571779625,4302.306833796588
100.20.1,100,7,coop,6,6/8,4302.3056571779625,4302.306833796588
100.20.1,100,7,coop,7,7/8,4302.3056571779625,4302.306833796588
100.20.1,100,7,coop,8,8/8,4302.3056571779625,4302.306833796588
100.20.1,100,8,coop,0,0/8,7643.226088542065,4302.306833796588
100.20.1,100,8,coop,1,1/8,4303.250321765842,4302.306833796588
100.20.1,100,8,coop,2,2/8,4303.250321765842,4302.306833796588
100.20.1,100,8,coop,3,3/8,4303.249145147219,4302.306833796588
100.20.1,100,8,coop,4,4/8,4303.249145147219,4302.306833796588
100.20.1,100,8,coop,5,5/8,4303.249145147219,4302.306833796588
100.20.1,100,8,coop,6,6/8,4303.249145147219,4302.306833796588
100.20.1,100,8,coop,7,7/8,4303.249145147219,4302.306833796588
100.20.1,100,8,coop,8,8/8,4302.3056571779625,4302.306833796588
100.20.1,100,9,coop,0,0/8,7405.132246865943,4302.306833796588
100.20.1,100,9,coop,1,1/8,4303.250321765842,4302.306833796588
100.20.1,100,9,coop,2,2/8,4303.250321765842,4302.306833796588
100.20.1,100,9,coop,3,3/8,4303.249145147219,4302.306833796588
100.20.1,100,9,coop,4,4/8,4302.3056571779625,4302.306833796588
100.20.1,100,9,coop,5,5/8,4302.3056571779625,4302.306833796588
100.20.1,100,9,coop,6,6/8,4302.3056571779625,4302.306833796588
100.20.1,100,9,coop,7,7/8,4302.3056571779625,4302.306833796588
100.20.1,100,9,coop,8,8/8,4302.3056571779625,4302.306833796588
100.20.1,100,10,coop,0,0/8,7331.91888747341,4302.306833796588
100.20.1,100,10,coop,1,1/8,4303.250321765842,4302.306833796588
100.20.1,100,10,coop,2,2/8,4303.249145147219,4302.306833796588
100.20.1,100,10,coop,3,3/8,4302.306833796588,4302.306833796588
100.20.1,100,10,coop,4,4/8,4302.306833796588,4302.306833796588
100.20.1,100,10,coop,5,5/8,4302.306833796588,4302.306833796588
100.20.1,100,10,coop,6,6/8,4302.306833796588,4302.306833796588
100.20.1,100,10,coop,7,7/8,4302.306833796588,4302.306833796588
100.20.1,100,10,coop,8,8/8,4302.3056571779625,4302.306833796588
100.20.1,100,1,ims,0,0/8,7253.040236607097,4302.306833796588
100.20.1,100,1,ims,1,1/8,4302.306833796588,4302.306833796588
100.20.1,100,1,ims,2,2/8,4302.3056571779625,4302.306833796588
100.20.1,100,1,ims,3,3/8,4302.3056571779625,4302.306833796588
100.20.1,100,1,ims,4,4/8,4302.3056571779625,4302.306833796588
100.20.1,100,1,ims,5,5/8,4302.3056571779625,4302.306833796588
100.20.1,100,1,ims,6,6/8,4302.3056571779625,4302.306833796588
100.20.1,100,1,ims,7,7/8,4302.3056571779625,4302.306833796588
100.20.1,100,1,ims,8,8/8,4302.3056571779625,4302.306833796588
100.20.1,100,2,ims,0,0/8,8035.95277404544,4302.306833796588
100.20.1,100,2,ims,1,1/8,4303.250321765842,4302.306833796588
100.20.1,100,2,ims,2,2/8,4302.3056571779625,4302.306833796588
100.20.1,100,2,ims,3,3/8,4302.3056571779625,4302.306833796588
100.20.1,100,2,ims,4,4/8,4302.3056571779625,4302.306833796588
100.20.1,100,2,ims,5,5/8,4302.3056571779625,4302.306833796588
100.20.1,100,2,ims,6,6/8,4302.3056571779625,4302.306833796588
100.20.1,100,2,ims,7,7/8,4302.3056571779625,4302.306833796588
100.20.1,100,2,ims,8,8/8,4302.3056571779625,4302.306833796588
100.20.1,100,3,ims,0,0/8,6884.862958379639,4302.306833796588
100.20.1,100,3,ims,1,1/8,4303.249145147219,4302.306833796588
100.20.1,100,3,ims,2,2/8,4302.306833796588,4302.306833796588
100.20.1,100,3,ims,3,3/8,4302.306833796588,4302.306833796588
100.20.1,100,3,ims,4,4/8,4302.3056571779625,4302.306833796588
100.20.1,100,3,ims,5,5/8,4302.3056571779625,4302.306833796588
100.20.1,100,3,ims,6,6/8,4302.3056571779625,4302.306833796588
100.20.1,100,3,ims,7,7/8,4302.3056571779625,4302.306833796588
100.20.1,100,3,ims,8,8/8,4302.3056571779625,4302.306833796588
100.20.1,100,4,ims,0,0/8,7901.6951199179275,4302.306833796588
100.20.1,100,4,ims,1,1/8,4302.306833796588,4302.306833796588
100.20.1,100,4,ims,2,2/8,4302.306833796588,4302.306833796588
100.20.1,100,4,ims,3,3/8,4302.306833796588,4302.306833796588
100.20.1,100,4,ims,4,4/8,4302.306833796588,4302.306833796588
100.20.1,100,4,ims,5,5/8,4302.306833796588,4302.306833796588
100.20.1,100,4,ims,6,6/8,4302.306833796588,4302.306833796588
100.20.1,100,4,ims,7,7/8,4302.306833796588,4302.306833796588
100.20.1,100,4,ims,8,8/8,4302.306833796588,4302.306833796588
100.20.1,100,5,ims,0,0/8,6793.3092226672225,4302.306833796588
100.20.1,100,5,ims,1,1/8,4303.249145147219,4302.306833796588
100.20.1,100,5,ims,2,2/8,4302.306833796588,4302.306833796588
100.20.1,100,5,ims,3,3/8,4302.306833796588,4302.306833796588
100.20.1,100,5,ims,4,4/8,4302.3056571779625,4302.306833796588
100.20.1,100,5,ims,5,5/8,4302.3056571779625,4302.306833796588
100.20.1,100,5,ims,6,6/8,4302.3056571779625,4302.306833796588
100.20.1,100,5,ims,7,7/8,4302.3056571779625,4302.306833796588
100.20.1,100,5,ims,8,8/8,4302.3056571779625,4302.306833796588
100.20.1,100,6,ims,0,0/8,6804.968244425665,4302.306833796588
100.20.1,100,6,ims,1,1/8,4303.250321765842,4302.306833796588
100.20.1,100,6,ims,2,2/8,4302.306833796588,4302.306833796588
100.20.1,100,6,ims,3,3/8,4302.3056571779625,4302.306833796588
100.20.1,100,6,ims,4,4/8,4302.3056571779625,4302.306833796588
100.20.1,100,6,ims,5,5/8,4302.3056571779625,4302.306833796588
100.20.1,100,6,ims,6,6/8,4302.3056571779625,4302.306833796588
100.20.1,100,6,ims,7,7/8,4302.3056571779625,4302.306833796588
100.20.1,100,6,ims,8,8/8,4302.3056571779625,4302.306833796588
100.20.1,100,7,ims,0,0/8,6750.386262368766,4302.306833796588
100.20.1,100,7,ims,1,1/8,4302.306833796588,4302.306833796588
100.20.1,100,7,ims,2,2/8,4302.306833796588,4302.306833796588
100.20.1,100,7,ims,3,3/8,4302.3056571779625,4302.306833796588
100.20.1,100,7,ims,4,4/8,4302.3056571779625,4302.306833796588
100.20.1,100,7,ims,5,5/8,4302.3056571779625,4302.306833796588
100.20.1,100,7,ims,6,6/8,4302.3056571779625,4302.306833796588
100.20.1,100,7,ims,7,7/8,4302.3056571779625,4302.306833796588
100.20.1,100,7,ims,8,8/8,4302.3056571779625,4302.306833796588
100.20.1,100,8,ims,0,0/8,7643.226088542065,4302.306833796588
100.20.1,100,8,ims,1,1/8,4302.3056571779625,4302.306833796588
100.20.1,100,8,ims,2,2/8,4302.3056571779625,4302.306833796588
100.20.1,100,8,ims,3,3/8,4302.3056571779625,4302.306833796588
100.20.1,100,8,ims,4,4/8,4302.3056571779625,4302.306833796588
100.20.1,100,8,ims,5,5/8,4302.3056571779625,4302.306833796588
100.20.1,100,8,ims,6,6/8,4302.3056571779625,4302.306833796588
100.20.1,100,8,ims,7,7/8,4302.3056571779625,4302.306833796588
100.20.1,100,8,ims,8,8/8,4302.3056571779625,4302.306833796588
100.20.1,100,9,ims,0,0/8,7405.132246865943,4302.306833796588
100.20.1,100,9,ims,1,1/8,4303.249145147219,4302.306833796588
100.20.1,100,9,ims,2,2/8,4303.249145147219,4302.306833796588
100.20.1,100,9,ims,3,3/8,4302.306833796588,4302.306833796588
100.20.1,100,9,ims,4,4/8,4302.306833796588,4302.306833796588
100.20.1,100,9,ims,5,5/8,4302.306833796588,4302.306833796588
100.20.1,100,9,ims,6,6/8,4302.306833796588,4302.306833796588
100.20.1,100,9,ims,7,7/8,4302.306833796588,4302.306833796588
100.20.1,100,9,ims,8,8/8,4302.306833796588,4302.306833796588
100.20.1,100,10,ims,0,0/8,7331.91888747341,4302.306833796588
100.20.1,100,10,ims,1,1/8,4302.306833796588,4302.306833796588
100.20.1,100,10,ims,2,2/8,4302.306833796588,4302.306833796588
100.20.1,100,10,ims,3,3/8,4302.306833796588,4302.306833796588
100.20.1,100,10,ims,4,4/8,4302.3056571779625,4302.306833796588
100.20.1,100,10,ims,5,5/8,4302.3056571779625,4302.306833796588
100.20.1,100,10,ims,6,6/8,4302.3056571779625,4302.306833796588
100.20.1,100,10,ims,7,7/8,4302.3056571779625,4302.306833796588
100.20.1,100,10,ims,8,8/8,4302.3056571779625,4302.306833796588
100.20.1,100,1,sats,0,0/8,8130.232119204584,4302.306833796588
100.20.1,100,1,sats,1,1/8,4303.249145147219,4302.306833796588
100.20.1,100,1,sats,2,2/8,4302.3056571779625,4302.306833796588
100.20.1,100,1,sats,3,3/8,4302.3056571779625,4302.306833796588
100.20.1,100,1,sats,4,4/8,4302.3056571779625,4302.306833796588
100.20.1,100,1,sats,5,5/8,4302.3056571779625,4302.306833796588
100.20.1,100,1,sats,6,6/8,4302.3056571779625,4302.306833796588
100.20.1,100,1,sats,7,7/8,4302.3056571779625,4302.306833796588
100.20.1,100,1,sats,8,8/8,4302.3056571779625,4302.306833796588
